,delta,alpha
0,0.0,0.0
1,0.0001,7.994028877185741e-09
2,0.0002,5.1122937337785834e-12
3,0.00030000000000000003,1.730712654522267e-11
4,0.0004,4.115009451241273e-11
5,0.0005,8.061666781436741e-11
6,0.0006000000000000001,1.397291135432716e-10
7,0.0007,2.225563526555039e-10
8,0.0008,3.3321381842579804e-10
9,0.0009000000000000001,4.75863316080709e-10
10,0.001,6.547128830491471e-10
11,0.0011,8.740166505158028e-10
12,0.0012000000000000001,1.1380747066046052e-09
13,0.0013000000000000002,1.4512329593543782e-09
14,0.0014,1.8178830021578415e-09
15,0.0015,2.2424619798330686e-09
16,0.0016,2.72945245467606e-09
17,0.0017000000000000001,3.2833822762745664e-09
18,0.0018000000000000002,3.908824449278184e-09
19,0.0019,4.610397004613114e-09
20,0.002,5.392762870766889e-09
21,0.0021000000000000003,6.260629745806858e-09
22,0.0022,7.218749972165044e-09
23,0.0023,8.271920410808252e-09
24,0.0024000000000000002,9.424982316603918e-09
25,0.0025,2.093281683283623e-11
26,0.0026000000000000003,2.455622767690462e-11
27,0.0027,2.863645513868192e-11
28,0.0028,3.321143224659088e-11
29,0.0029000000000000002,3.832076135331476e-11
30,0.003,4.400573018553464e-11
31,0.0031000000000000003,5.0309327652681807e-11
32,0.0032,5.727626139247146e-11
33,0.0033,6.49529725190886e-11
34,0.0034000000000000002,7.338765551395366e-11
35,0.0035,8.263027182610263e-11
36,0.0036000000000000003,9.273256670053699e-11
37,0.0037,1.0374808633310853e-10
38,0.0038,1.1573219410561011e-10
39,0.0039000000000000003,1.2874208652042633e-10
40,0.004,1.4283680815643569e-10
41,0.0041,1.580772709347465e-10
42,0.004200000000000001,1.7452626749583673e-10
43,0.0043,1.9224848856686428e-10
44,0.0044,2.113105385834981e-10
45,0.0045000000000000005,2.317809514414098e-10
46,0.0046,2.537302073913924e-10
47,0.0047,2.772307480203566e-10
48,0.0048000000000000004,3.0235699219195884e-10
49,0.0049,3.2918535230276887e-10
50,0.005,3.577942505496352e-10
51,0.0051,3.882641334033324e-10
52,0.005200000000000001,4.2067748784411423e-10
53,0.0053,4.5511885740385013e-10
54,0.0054,4.916748584317871e-10
55,0.0055000000000000005,5.304341934335741e-10
56,0.0056,5.714876677471779e-10
57,0.0057,6.149282078917548e-10
58,0.0058000000000000005,6.608508722043968e-10
59,0.0059,7.09352869159264e-10
60,0.006,7.605335730225759e-10
61,0.0061,8.144945383357995e-10
62,0.006200000000000001,8.713395146309011e-10
63,0.0063,9.31174463425655e-10
64,0.0064,9.941075727424705e-10
65,0.006500000000000001,1.0602492726998995e-09
66,0.0066,1.1297122482171676e-09
67,0.0067,1.202611460816983e-09
