,delta,beta
0,0.0,0.0
1,0.0001,2.2465197035970164e-08
2,0.0002,1.1970424651508438e-11
3,0.00030000000000000003,4.0505931941936524e-11
4,0.0004,9.626210939472912e-11
5,0.0005,1.884983280575625e-10
6,0.0006000000000000001,3.265637760208051e-10
7,0.0007,5.199016772650111e-10
8,0.0008,7.780467381479639e-10
9,0.0009000000000000001,1.1106258135384905e-09
10,0.001,1.5273582398833696e-09
11,0.0011,2.0380530596497692e-09
12,0.0012000000000000001,2.6526114638159015e-09
13,0.0013000000000000002,3.381025459603393e-09
14,0.0014,4.233377870477284e-09
15,0.0015,5.219841225923005e-09
16,0.0016,6.3506783165578895e-09
17,0.0017000000000000001,7.636243304354196e-09
18,0.0018000000000000002,9.086976948680103e-09
19,0.0019,1.0713412601504047e-08
20,0.002,1.2526169990145775e-08
21,0.0021000000000000003,1.4535959769190754e-08
22,0.0022,1.675357919062037e-08
23,0.0023,1.9189916988793243e-08
24,0.0024000000000000002,2.185594594195095e-08
25,0.0025,4.3305359298528856e-11
26,0.0026000000000000003,5.0788484529107336e-11
27,0.0027,5.92126347953581e-11
28,0.0028,6.865508161979506e-11
29,0.0029000000000000002,7.919753741703062e-11
30,0.003,9.092393504772645e-11
31,0.0031000000000000003,1.039226482646427e-10
32,0.0032,1.1828449331119373e-10
33,0.0033,1.341060595905219e-10
34,0.0034000000000000002,1.5148382548346717e-10
35,0.0035,1.7052115275362212e-10
36,0.0036000000000000003,1.913227354322089e-10
37,0.0037,2.139988186655728e-10
38,0.0038,2.3866153497920095e-10
39,0.0039000000000000003,2.654285680137036e-10
40,0.004,2.944187116327157e-10
41,0.0041,3.2575775410492724e-10
42,0.004200000000000001,3.5957148369902825e-10
43,0.0043,3.959932382002762e-10
44,0.0044,4.3515857583997786e-10
45,0.0045000000000000005,4.772058304070015e-10
46,0.0046,5.222788868053385e-10
47,0.0047,5.705252936749616e-10
48,0.0048000000000000004,6.220957082803125e-10
49,0.0049,6.771450067333262e-10
50,0.005,7.358330611495489e-10
51,0.0051,7.983222971574833e-10
52,0.005200000000000001,8.64780691500755e-10
53,0.0053,9.35380106703576e-10
54,0.0054,1.01029518084772e-09
55,0.0055000000000000005,1.0897058810854787e-09
56,0.0056,1.1737952831936127e-09
57,0.0057,1.262753235309333e-09
58,0.0058000000000000005,1.3567713619266897e-09
59,0.0059,1.4560461725210416e-09
60,0.006,1.560778173370636e-09
61,0.0061,1.6711731998242385e-09
62,0.006200000000000001,1.7874418611896203e-09
63,0.0063,1.9097965431313924e-09
64,0.0064,2.038456958786128e-09
65,0.006500000000000001,2.1736454858256593e-09
66,0.0066,2.3155893869031274e-09
67,0.0067,2.4645210316975863e-09
68,0.0068000000000000005,2.6206770087355835e-09
69,0.006900000000000001,2.784297792324253e-09
70,0.007,2.9556299629973637e-09
71,0.0071,3.134923209913154e-09
72,0.007200000000000001,3.3224323292557756e-09
73,0.0073,3.518417224235293e-09
74,0.0074,3.7231417948646595e-09
75,0.007500000000000001,3.936875825338859e-09
76,0.0076,4.15989243052195e-09
77,0.0077,4.392471386616137e-09
78,0.0078000000000000005,4.634894135158163e-09
79,0.0079,4.887450444357455e-09
80,0.008,5.1504334130925145e-09
81,0.0081,5.424140248067033e-09
82,0.0082,5.708875039367456e-09
83,0.0083,6.004944874682394e-09
84,0.008400000000000001,6.312662836904792e-09
85,0.0085,6.6323471159535075e-09
86,0.0086,6.964320009572589e-09
87,0.008700000000000001,7.308911031955745e-09
88,0.0088,7.666451695698129e-09
89,0.0089,8.037280840866856e-09
90,0.009000000000000001,8.421742414554956e-09
91,0.0091,8.82018458270295e-09
92,0.0092,9.232961062366485e-09
93,0.009300000000000001,9.660430788649421e-09
94,0.0094,1.0102958469815349e-08
95,0.0095,1.0560912921953047e-08
96,0.009600000000000001,1.103466984453405e-08
97,0.0097,1.1524609488944293e-08
98,0.0098,1.2031116880528714e-08
99,0.0099,1.255458226268047e-08
100,0.01,1.3095403872398492e-08
101,0.010100000000000001,1.365398194508316e-08
102,0.0102,1.423072482076293e-08
103,0.0103,1.4826044392179938e-08
104,0.010400000000000001,1.5440359657503677e-08
105,0.0105,1.607409449988495e-08
106,0.0106,1.672767835358968e-08
107,0.010700000000000001,1.7401545981954314e-08
108,0.0108,1.8096137810452717e-08
109,0.0109,1.881190103691921e-08
110,0.011000000000000001,1.9549287078035604e-08
111,0.0111,1.6268320024437344e-10
112,0.0112,1.7047607769882234e-10
113,0.011300000000000001,1.7857137990517913e-10
114,0.0114,1.8697543513468418e-10
115,0.0115,1.9569923459528127e-10
116,0.011600000000000001,2.047519931380748e-10
117,0.0117,2.1414292561416914e-10
118,0.0118,2.2388091380776132e-10
119,0.0119,2.3397617177067787e-10
120,0.012,2.4443946866625765e-10
121,0.012100000000000001,2.552807965017223e-10
122,0.0122,2.6651103546271315e-10
123,0.0123,2.781399555118469e-10
124,0.012400000000000001,2.9017876990167224e-10
125,0.0125,3.0263880290704037e-10
126,0.0126,3.155318228920123e-10
127,0.012700000000000001,3.288678218638097e-10
128,0.0128,3.42660122498728e-10
129,0.0129,3.569202711162234e-10
130,0.013000000000000001,3.7166025812496173e-10
131,0.0131,3.8689296211202873e-10
132,0.0132,4.026303734860903e-10
133,0.013300000000000001,4.18885814923442e-10
134,0.0134,4.356714988773547e-10
135,0.0135,4.530026354032657e-10
136,0.013600000000000001,4.708908818429336e-10
137,0.0137,4.893510041625859e-10
138,0.013800000000000002,5.083975462838453e-10
139,0.013900000000000001,5.28044274972217e-10
140,0.014,5.483056231270211e-10
141,0.014100000000000001,5.691963567144853e-10
142,0.0142,5.907324629461641e-10
143,0.0143,6.129280416544702e-10
144,0.014400000000000001,6.357989690286558e-10
145,0.0145,6.593616763694854e-10
146,0.0146,6.836322619108159e-10
147,0.014700000000000001,7.086273789980169e-10
148,0.0148,7.343616825750132e-10
149,0.0149,7.608547125670384e-10
150,0.015000000000000001,7.881220120964372e-10
151,0.0151,8.161821218877208e-10
152,0.0152,8.450515842639561e-10
153,0.015300000000000001,8.747493840388643e-10
154,0.0154,9.05294172959259e-10
155,0.0155,9.367040476604416e-10
156,0.015600000000000001,9.689973268223184e-10
157,0.015700000000000002,1.0021941054816352e-09
158,0.0158,1.0363143676528352e-09
159,0.0159,1.0713763209935223e-09
160,0.016,1.1074008376965594e-09
161,0.0161,1.1444095671109267e-09
162,0.0162,1.1824217160949502e-09
163,0.016300000000000002,1.221457934796888e-09
164,0.0164,1.261541759944862e-09
165,0.0165,1.3026929535087106e-09
166,0.0166,1.3449341640381363e-09
167,0.0167,1.3882878180382363e-09
168,0.016800000000000002,1.4327763420141082e-09
169,0.016900000000000002,1.4784231616715715e-09
170,0.017,1.5252515916941434e-09
171,0.0171,1.5732848357430385e-09
172,0.0172,1.6225470966801936e-09
173,0.0173,1.6730625773675456e-09
174,0.017400000000000002,1.7248560357785436e-09
175,0.0175,1.7779527849981491e-09
176,0.0176,1.8323775829998112e-09
177,0.0177,1.8881571861584234e-09
178,0.0178,1.945316352447435e-09
179,0.0179,2.003882837442461e-09
180,0.018000000000000002,2.063883286496093e-09
181,0.0181,2.1253441229163172e-09
182,0.0182,2.1882937684125636e-09
183,0.0183,2.2527596454935406e-09
184,0.0184,2.3187701758686785e-09
185,0.018500000000000003,2.3863544473812226e-09
186,0.018600000000000002,2.4555407707183008e-09
187,0.0187,2.526359121901578e-09
188,0.0188,2.5988386997966018e-09
189,0.0189,2.673010923714969e-09
190,0.019,2.748906102745252e-09
191,0.019100000000000002,2.8265547680206282e-09
192,0.019200000000000002,2.905988782941904e-09
193,0.0193,2.9872395668206764e-09
194,0.0194,3.0703397602138693e-09
195,0.0195,3.155321781633802e-09
196,0.0196,3.2422198259496327e-09
197,0.019700000000000002,3.331065423495261e-09
198,0.0198,3.421894434474382e-09
199,0.0199,3.514739388421617e-09
200,0.02,3.609636811674477e-09
201,0.0201,3.7066207880798174e-09
202,0.020200000000000003,3.805728177042056e-09
203,0.020300000000000002,3.906993839564166e-09
204,0.0204,4.010454413005959e-09
205,0.0205,4.116147422905669e-09
206,0.0206,4.224110172756923e-09
207,0.0207,4.334381187298675e-09
208,0.020800000000000003,4.446996992868435e-09
209,0.020900000000000002,4.561998334651207e-09
210,0.021,4.679423515341341e-09
211,0.0211,4.7993126139900255e-09
212,0.0212,4.921705487603845e-09
213,0.0213,5.046643991590827e-09
214,0.021400000000000002,5.174167760912951e-09
215,0.021500000000000002,5.304318650978246e-09
216,0.0216,5.437139849462369e-09
217,0.0217,5.572673211773349e-09
218,0.0218,5.710961703542239e-09
219,0.0219,5.8520497336900235e-09
220,0.022000000000000002,5.995980378870058e-09
221,0.0221,6.142799602315563e-09
222,0.0222,6.2925507027244976e-09
223,0.0223,6.445280975597711e-09
224,0.0224,6.601036384168424e-09
225,0.022500000000000003,6.7598626696252495e-09
226,0.022600000000000002,6.9218081266697595e-09
227,0.0227,7.086919384668988e-09
228,0.0228,7.255245515480624e-09
229,0.0229,7.42683492482854e-09
230,0.023,7.601736795592728e-09
231,0.023100000000000002,7.780001642920809e-09
232,0.023200000000000002,7.961678871737377e-09
233,0.0233,8.146820773546892e-09
234,0.0234,8.335478085541581e-09
235,0.0235,8.527702766158995e-09
236,0.0236,8.72354688485899e-09
237,0.023700000000000002,8.92306561972589e-09
238,0.0238,9.126310596130338e-09
239,0.0239,9.33333743624587e-09
240,0.024,9.544200429978389e-09
241,0.0241,9.758956087679849e-09
242,0.024200000000000003,9.977658699256153e-09
243,0.024300000000000002,1.020036632937149e-08
244,0.0244,1.0427135821444722e-08
245,0.0245,1.0658025240140034e-08
246,0.0246,1.0893093094210826e-08
247,0.0247,1.1132398336499705e-08
248,0.024800000000000003,1.1376000141893883e-08
249,0.024900000000000002,1.1623959239592807e-08
250,0.025,1.187633658084053e-08
251,0.0251,1.2133193560970312e-08
252,0.0252,1.2394592685538441e-08
253,0.0253,1.2660596571123506e-08
254,0.025400000000000002,1.2931268500437909e-08
255,0.025500000000000002,1.320667153414945e-08
256,0.0256,1.3486872285639606e-08
257,0.0257,1.3771935147843806e-08
258,0.0258,1.4061925623920501e-08
259,0.025900000000000003,1.4356911437474196e-08
260,0.026000000000000002,1.4656958868819459e-08
261,0.0261,1.496213730689533e-08
262,0.0262,1.527251314303868e-08
263,0.0263,1.55881580976569e-08
264,0.0264,1.590914056048831e-08
265,0.026500000000000003,1.6235532029895694e-08
266,0.026600000000000002,1.656740322708572e-08
267,0.0267,1.6904825761443476e-08
268,0.0268,1.7247873795867008e-08
269,0.0269,1.7596620716098244e-08
270,0.027,1.7951139685834505e-08
271,0.027100000000000003,3.6517622259424343e-10
272,0.027200000000000002,3.7386260753891065e-10
273,0.0273,3.8272385260995634e-10
274,0.0274,3.9176240029803466e-10
275,0.0275,4.0098258047294166e-10
276,0.027600000000000003,4.103850592684921e-10
277,0.027700000000000002,4.199749437105993e-10
278,0.027800000000000002,4.297545652676149e-10
279,0.0279,4.3972658847479806e-10
280,0.028,4.4989434400122263e-10
281,0.0281,4.6026094047135757e-10
282,0.028200000000000003,4.708291534427644e-10
283,0.028300000000000002,4.816038678967516e-10
284,0.0284,4.925868601901584e-10
285,0.0285,5.037812389474539e-10
286,0.0286,5.151921111945512e-10
287,0.0287,5.26821031243685e-10
288,0.028800000000000003,5.386715518085339e-10
289,0.028900000000000002,5.507485578704063e-10
290,0.029,5.63054602942259e-10
291,0.0291,5.755937948492829e-10
292,0.0292,5.883693532382495e-10
293,0.029300000000000003,6.013847198005351e-10
294,0.029400000000000003,6.146441133836333e-10
295,0.029500000000000002,6.281508646566181e-10
296,0.0296,6.419089704223779e-10
297,0.0297,6.559228715730114e-10
298,0.0298,6.701947885545678e-10
299,0.029900000000000003,6.847306055490776e-10
300,0.030000000000000002,6.995328760694974e-10
301,0.030100000000000002,7.146067071417406e-10
302,0.0302,7.299560955686957e-10
303,0.0303,7.455835948633194e-10
304,0.0304,7.614958663637594e-10
305,0.030500000000000003,7.776945754045528e-10
306,0.030600000000000002,7.941863833238472e-10
307,0.0307,8.109737326122968e-10
308,0.0308,8.280626184742346e-10
309,0.0309,8.454561495341295e-10
310,0.031,8.631586556617776e-10
311,0.031100000000000003,8.811767981953267e-10
312,0.031200000000000002,8.995129086031284e-10
313,0.0313,9.181722049333985e-10
314,0.031400000000000004,9.371594611451428e-10
315,0.0315,9.564806724426944e-10
316,0.0316,9.761382813167074e-10
317,0.0317,9.961389491053296e-10
318,0.0318,1.0164877828344743e-09
319,0.031900000000000005,1.0371878911286103e-09
320,0.032,1.0582459353258855e-09
321,0.032100000000000004,1.079667244496818e-09
322,0.0322,1.1014555933996917e-09
323,0.0323,1.1236169772388394e-09
324,0.0324,1.1461565030401744e-09
325,0.0325,1.169079055785005e-09
326,0.032600000000000004,1.1923911857891767e-09
327,0.0327,1.2160972229224853e-09
328,0.0328,1.240202940344659e-09
329,0.0329,1.2647141112154259e-09
330,0.033,1.2896367307391188e-09
331,0.033100000000000004,1.3149756838970461e-09
332,0.0332,1.3407366328266335e-09
333,0.0333,1.366926571932936e-09
334,0.0334,1.3935502751749596e-09
335,0.0335,1.4206136267347347e-09
336,0.033600000000000005,1.4481240651065264e-09
337,0.0337,1.4760859201601306e-09
338,0.033800000000000004,1.5045056311890903e-09
339,0.0339,1.5333909697545778e-09
340,0.034,1.5627457106148768e-09
341,0.0341,1.5925785135095794e-09
342,0.0342,1.6228942634199939e-09
343,0.034300000000000004,1.653699621684268e-09
344,0.0344,1.6850021378189695e-09
345,0.0345,1.716807584983826e-09
346,0.0346,1.749122513494683e-09
347,0.0347,1.7819545838904105e-09
348,0.034800000000000005,1.8153095693307364e-09
349,0.0349,1.8491941311538085e-09
350,0.035,1.8836165960323115e-09
351,0.0351,1.918583625304393e-09
352,0.0352,1.954101103152084e-09
353,0.035300000000000005,1.9901771342034635e-09
354,0.0354,2.026819601042007e-09
355,0.035500000000000004,2.064034720916652e-09
356,0.0356,2.1018303764108737e-09
357,0.0357,2.1402146721527515e-09
358,0.0358,2.179193492324316e-09
359,0.0359,2.218776051776672e-09
