,delta,beta
0,0.0,0.0
1,0.0001,8.657852212934358e-12
2,0.0002,6.927591833516544e-11
3,0.00030000000000000003,2.338375049149022e-10
4,0.0004,5.543592251910923e-10
5,0.0005,1.0828838936660645e-09
6,0.0006000000000000001,1.8714820804177634e-09
7,0.0007,2.9722551087019156e-09
8,0.0008,4.437330503037629e-09
9,0.0009000000000000001,6.3188638765865335e-09
10,0.001,8.669039264219691e-09
11,0.0011,1.1540066680026939e-08
12,0.0012000000000000001,1.4984186336164385e-08
13,0.0013000000000000002,1.9053662425605467e-08
14,0.0014,5.6552096339146374e-11
15,0.0015,7.453593298123451e-11
16,0.0016,9.650324983567771e-11
17,0.0017000000000000001,1.230051616118999e-10
18,0.0018000000000000002,1.5462542357624898e-10
19,0.0019,1.9198509448870027e-10
20,0.002,2.357413153575294e-10
21,0.0021000000000000003,2.8658697637240493e-10
22,0.0022,3.4524894054754895e-10
23,0.0023,4.1249204052462574e-10
24,0.0024000000000000002,4.891157479036679e-10
25,0.0025,5.759559495999156e-10
26,0.0026000000000000003,6.738830604646751e-10
27,0.0027,7.838044657759724e-10
28,0.0028,9.066647432831587e-10
29,0.0029000000000000002,1.0434414443594164e-09
30,0.003,1.1951498679607653e-09
31,0.0031000000000000003,1.3628410622246179e-09
32,0.0032,1.5476027126481995e-09
33,0.0033,1.7505566995978938e-09
34,0.0034000000000000002,1.9728618738668047e-09
35,0.0035,2.215713834630151e-09
36,0.0036000000000000003,2.4803432641107293e-09
37,0.0037,2.7680171488242422e-09
38,0.0038,3.0800395567354144e-09
39,0.0039000000000000003,3.4177486396558265e-09
40,0.004,3.7825205190245015e-09
41,0.0041,4.1757659552388304e-09
42,0.004200000000000001,4.598934011390554e-09
43,0.0043,5.053508278507479e-09
44,0.0044,5.541008873954922e-09
45,0.0045000000000000005,6.062992108368803e-09
46,0.0046,6.621050929744854e-09
47,0.0047,7.2168138132155946e-09
48,0.0048000000000000004,7.851946204340265e-09
49,0.0049,8.5281492978595e-09
50,0.005,9.247161592007558e-09
51,0.0051,1.0010757778289303e-08
52,0.005200000000000001,1.0820747631257177e-08
53,0.0053,1.1678978451001854e-08
54,0.0054,1.258733284270619e-08
55,0.0055000000000000005,1.354773171424739e-08
56,0.0056,1.4562130390416428e-08
57,0.0057,1.5632522609720922e-08
58,0.0058000000000000005,1.6760936638604562e-08
59,0.0059,1.794943793598236e-08
60,0.006,1.920012815403993e-08
61,0.0061,2.1850654619015586e-10
62,0.006200000000000001,2.370457163891615e-10
63,0.0063,2.568236734390439e-10
64,0.0064,2.779012575615525e-10
65,0.006500000000000001,3.0034130737988107e-10
66,0.0066,3.242097701416924e-10
67,0.0067,3.495733702507664e-10
68,0.0068000000000000005,3.765013856238397e-10
69,0.006900000000000001,4.0506487053448836e-10
70,0.007,4.3533843196996713e-10
71,0.0071,4.673970099844382e-10
72,0.007200000000000001,5.013178761004156e-10
73,0.0073,5.371825206879066e-10
74,0.0074,5.750728782061287e-10
75,0.007500000000000001,6.150738807164657e-10
76,0.0076,6.572722366371408e-10
77,0.0077,7.017579850554512e-10
78,0.0078000000000000005,7.486218311925086e-10
79,0.0079,7.979594762730358e-10
80,0.008,8.498673986778726e-10
81,0.0081,9.044436311000936e-10
82,0.0082,9.61792423481711e-10
83,0.0083,1.0220154722517805e-09
84,0.008400000000000001,1.0852219123336226e-09
85,0.0085,1.1515203235390459e-09
86,0.0086,1.221023726571957e-09
87,0.008700000000000001,1.2938464744038924e-09
88,0.0088,1.3701062506754624e-09
89,0.0089,1.4499235145848388e-09
90,0.009000000000000001,1.5334223890661747e-09
91,0.0091,1.6207279962543453e-09
92,0.0092,1.7119696771317194e-09
93,0.009300000000000001,1.80727965926053e-09
94,0.0094,1.9067922796267567e-09
95,0.0095,2.0106450948631505e-09
96,0.009600000000000001,2.1189792143161412e-09
97,0.0097,2.231938633912023e-09
98,0.0098,2.349669903090046e-09
99,0.0099,2.4723225688916273e-09
100,0.01,2.600049509027258e-09
101,0.010100000000000001,2.7330078200549224e-09
102,0.0102,2.871356263867142e-09
103,0.0103,3.015258154270839e-09
104,0.010400000000000001,3.1648779152959605e-09
105,0.0105,3.320385077998367e-09
106,0.0106,3.481953503303714e-09
107,0.010700000000000001,3.6497567190707514e-09
108,0.0108,3.823976357786307e-09
109,0.0109,4.004792941714186e-09
110,0.011000000000000001,4.192393099344827e-09
111,0.0111,4.386966567793138e-09
112,0.0112,4.588706081776195e-09
113,0.011300000000000001,4.797808150769356e-09
114,0.0114,5.014473059006264e-09
115,0.0115,5.2389045324119365e-09
116,0.011600000000000001,5.471310071669677e-09
117,0.0117,5.711900841198769e-09
118,0.0118,5.9608911140429655e-09
119,0.0119,6.2184990490266046e-09
120,0.012,6.484948245066846e-09
121,0.012100000000000001,6.7604641884599914e-09
122,0.0122,7.045275696171416e-09
123,0.0123,7.339618468549247e-09
124,0.012400000000000001,7.643727983897008e-09
125,0.0125,7.95784815821321e-09
126,0.0126,8.282223240563269e-09
127,0.012700000000000001,8.617102698060819e-09
128,0.0128,8.962740105644684e-09
129,0.0129,9.319394700391115e-09
130,0.013000000000000001,9.687326496532478e-09
131,0.0131,1.0066802058616986e-08
132,0.0132,1.0458091281861925e-08
133,0.013300000000000001,1.0861469168510496e-08
134,0.0134,1.1277213385341156e-08
135,0.0135,1.1705608038425908e-08
136,0.013600000000000001,1.2146938122015172e-08
137,0.0137,1.260149673498745e-08
138,0.013800000000000002,1.3069578308488872e-08
139,0.013900000000000001,1.3551484490115229e-08
140,0.014,1.4047519480975268e-08
141,0.014100000000000001,1.4557991590002928e-08
142,0.0142,1.5083214788269572e-08
143,0.0143,1.562350737671636e-08
144,0.014400000000000001,1.6179192208198856e-08
145,0.0145,1.6750595688286296e-08
146,0.0146,1.7338049662640742e-08
147,0.014700000000000001,1.7941892194173192e-08
148,0.0148,1.8562462344995367e-08
149,0.0149,5.088496290994726e-10
150,0.015000000000000001,5.297439154006156e-10
151,0.0151,5.513489664821236e-10
152,0.0152,5.736842112469276e-10
153,0.015300000000000001,5.967686345087486e-10
154,0.0154,6.206224423266349e-10
155,0.0155,6.452671730272641e-10
156,0.015600000000000001,6.707223665358697e-10
157,0.015700000000000002,6.970091170899195e-10
158,0.0158,7.241497401722086e-10
159,0.0159,7.521668843324392e-10
160,0.016,7.810811997188694e-10
161,0.0161,8.109172222603434e-10
162,0.0162,8.416985997072857e-10
163,0.016300000000000002,8.734473144755839e-10
164,0.0164,9.061889016948044e-10
165,0.0165,9.399476752491864e-10
166,0.0166,9.747493923129014e-10
167,0.0167,1.0106189218817008e-09
168,0.016800000000000002,1.0475826872635707e-09
169,0.016900000000000002,1.0856675558557072e-09
170,0.017,1.1248998399437937e-09
171,0.0171,1.1653081832818657e-09
172,0.0172,1.206919453267119e-09
173,0.0173,1.2497629597874038e-09
174,0.017400000000000002,1.2938669025075455e-09
175,0.0175,1.3392620346053263e-09
176,0.0176,1.3859777769908987e-09
177,0.0177,1.43404466079744e-09
178,0.0178,1.4834943273811518e-09
179,0.0179,1.5343570858306066e-09
180,0.018000000000000002,1.5866672420372652e-09
181,0.0181,1.6404562153127245e-09
182,0.0182,1.6957570903031183e-09
183,0.0183,1.752604505966815e-09
184,0.0184,1.8110316579722507e-09
185,0.018500000000000003,1.8710757387907506e-09
186,0.018600000000000002,1.932770166135356e-09
187,0.0187,1.996152354521996e-09
188,0.0188,2.0612592743773916e-09
189,0.0189,2.12812689692754e-09
190,0.019,2.1967945240675135e-09
191,0.019100000000000002,2.2673003474693587e-09
192,0.019200000000000002,2.339683113916635e-09
193,0.0193,2.4139834575720442e-09
194,0.0194,2.4902409023752625e-09
195,0.0195,2.5684978588458307e-09
196,0.0196,2.6487942950126353e-09
197,0.019700000000000002,2.7311743977520564e-09
198,0.0198,2.81567991144982e-09
199,0.0199,2.902355022982306e-09
200,0.02,2.991244807404314e-09
201,0.0201,3.0823931185253173e-09
202,0.020200000000000003,3.1758460306008374e-09
203,0.020300000000000002,3.271650950154026e-09
204,0.0204,3.369853507351195e-09
205,0.0205,3.4705029960946376e-09
206,0.0206,3.5736467118852033e-09
207,0.0207,3.6793351698705123e-09
208,0.020800000000000003,3.7876177749751605e-09
209,0.020900000000000002,3.898545042346768e-09
210,0.021,4.012168597355981e-09
211,0.0211,4.128540620484955e-09
212,0.0212,4.247714513461176e-09
213,0.0213,4.369743900056733e-09
214,0.021400000000000002,4.494683181199832e-09
215,0.021500000000000002,4.622588423153218e-09
216,0.0216,4.753513804800491e-09
217,0.0217,4.887517945917352e-09
218,0.0218,5.02465846707878e-09
219,0.0219,5.164993321926659e-09
220,0.022000000000000002,5.308582018415109e-09
221,0.0221,5.4554842865428554e-09
222,0.0222,5.6057616326654625e-09
223,0.0223,5.759475341093889e-09
224,0.0224,5.916689138629749e-09
225,0.022500000000000003,6.077465974918539e-09
226,0.022600000000000002,6.241869798806476e-09
227,0.0227,6.409965780385107e-09
228,0.0228,6.581820310991304e-09
229,0.0229,6.757501225251872e-09
230,0.023,6.9370756916598e-09
231,0.023100000000000002,7.1206122109757075e-09
232,0.023200000000000002,7.3081805052055415e-09
233,0.0233,7.499852294756693e-09
234,0.0234,7.695698078791224e-09
235,0.0235,7.895790687939552e-09
236,0.0236,8.100203618965907e-09
237,0.023700000000000002,8.309011256812937e-09
238,0.0238,8.522288208467899e-09
239,0.0239,8.74011196749791e-09
240,0.024,8.962559361336275e-09
241,0.0241,9.18970910479544e-09
242,0.024200000000000003,9.421638691442524e-09
243,0.024300000000000002,9.658430055736744e-09
244,0.0244,9.900164910092712e-09
245,0.0245,1.014692352363511e-08
246,0.0246,1.0398790717403017e-08
247,0.0247,1.0655850757324004e-08
248,0.024800000000000003,1.0918188131370243e-08
249,0.024900000000000002,1.118588999204917e-08
250,0.025,1.145904415800203e-08
251,0.0251,1.1737738558892374e-08
252,0.0252,1.2022062678695988e-08
253,0.0253,1.2312107222633983e-08
254,0.025400000000000002,1.2607964672284311e-08
255,0.025500000000000002,1.2909727953314132e-08
256,0.0256,1.3217490657524422e-08
257,0.0257,1.353134737591688e-08
258,0.0258,1.3851394697894648e-08
259,0.025900000000000003,1.4177730767173102e-08
260,0.026000000000000002,1.451045372746762e-08
261,0.0261,1.4849663498850418e-08
262,0.0262,1.5195460445482922e-08
263,0.0263,1.5547946707883398e-08
264,0.0264,1.5907226424971554e-08
265,0.026500000000000003,1.6273402403399473e-08
266,0.026600000000000002,1.6646581113555214e-08
267,0.0267,1.7026869580938353e-08
268,0.0268,1.7414375941271487e-08
269,0.0269,8.632348169612669e-10
270,0.027,8.860165934265751e-10
271,0.027100000000000003,9.093120700853774e-10
272,0.027200000000000002,9.33130683833383e-10
273,0.0273,9.574825377001162e-10
274,0.0274,9.823776236927984e-10
275,0.0275,1.007825378707139e-09
276,0.027600000000000003,1.0338365719064768e-09
277,0.027700000000000002,1.0604218614318484e-09
278,0.027800000000000002,1.087590240089753e-09
